Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Notes
Wed Jan 16 2008,7:00 PM,Atlanta Hawks,80,Milwaukee Bucks,87,Box Score,,
Wed Jan 16 2008,7:30 PM,New York Knicks,111,New Jersey Nets,105,Box Score,,
Wed Jan 16 2008,7:00 PM,Seattle SuperSonics,92,New Orleans Hornets,123,Box Score,,
Wed Jan 16 2008,7:00 PM,Sacramento Kings,91,Toronto Raptors,116,Box Score,,
Thu Jan 17 2008,7:00 PM,Utah Jazz,109,Denver Nuggets,120,Box Score,,
Thu Jan 17 2008,7:30 PM,Phoenix Suns,106,Los Angeles Lakers,98,Box Score,,
Thu Jan 17 2008,7:00 PM,Cleveland Cavaliers,90,San Antonio Spurs,88,Box Score,,
Fri Jan 18 2008,7:30 PM,Philadelphia 76ers,89,Boston Celtics,116,Box Score,,
Fri Jan 18 2008,8:30 PM,Golden State Warriors,119,Chicago Bulls,111,Box Score,,
Fri Jan 18 2008,8:00 PM,Sacramento Kings,100,Detroit Pistons,93,Box Score,,
Fri Jan 18 2008,7:00 PM,Seattle SuperSonics,100,Memphis Grizzlies,124,Box Score,,
Fri Jan 18 2008,7:00 PM,Portland Trail Blazers,98,Miami Heat,91,Box Score,,
Fri Jan 18 2008,7:00 PM,Charlotte Bobcats,84,New Orleans Hornets,112,Box Score,,
Fri Jan 18 2008,7:00 PM,Minnesota Timberwolves,95,Phoenix Suns,115,Box Score,,
Fri Jan 18 2008,7:00 PM,Atlanta Hawks,78,Toronto Raptors,89,Box Score,,
Fri Jan 18 2008,7:00 PM,Los Angeles Clippers,88,Utah Jazz,106,Box Score,,
Fri Jan 18 2008,7:00 PM,New York Knicks,98,Washington Wizards,111,Box Score,,
Sat Jan 19 2008,7:00 PM,Memphis Grizzlies,87,Charlotte Bobcats,105,Box Score,,
Sat Jan 19 2008,7:30 PM,Detroit Pistons,81,Chicago Bulls,97,Box Score,,
Sat Jan 19 2008,8:00 PM,Seattle SuperSonics,96,Dallas Mavericks,111,Box Score,,
Sat Jan 19 2008,7:00 PM,Minnesota Timberwolves,108,Denver Nuggets,111,Box Score,,
Sat Jan 19 2008,7:30 PM,San Antonio Spurs,81,Houston Rockets,83,Box Score,,
Sat Jan 19 2008,7:00 PM,Sacramento Kings,110,Indiana Pacers,104,Box Score,,
Sat Jan 19 2008,7:30 PM,New Jersey Nets,107,Los Angeles Clippers,120,Box Score,OT,
Sat Jan 19 2008,7:30 PM,New York Knicks,88,Miami Heat,84,Box Score,,
Sat Jan 19 2008,7:30 PM,Golden State Warriors,119,Milwaukee Bucks,99,Box Score,,
Sat Jan 19 2008,7:00 PM,Portland Trail Blazers,94,Orlando Magic,101,Box Score,,
Sat Jan 19 2008,7:00 PM,Toronto Raptors,95,Philadelphia 76ers,99,Box Score,,
Sun Jan 20 2008,6:00 PM,New Jersey Nets,92,Phoenix Suns,116,Box Score,,
Mon Jan 21 2008,2:00 PM,Portland Trail Blazers,111,Atlanta Hawks,109,Box Score,OT,
Mon Jan 21 2008,1:00 PM,San Antonio Spurs,95,Charlotte Bobcats,86,Box Score,,
Mon Jan 21 2008,1:00 PM,Minnesota Timberwolves,109,Golden State Warriors,108,Box Score,,
Mon Jan 21 2008,1:30 PM,Seattle SuperSonics,89,Houston Rockets,96,Box Score,,
Mon Jan 21 2008,12:30 PM,Utah Jazz,109,Los Angeles Clippers,93,Box Score,,
Mon Jan 21 2008,7:30 PM,Denver Nuggets,99,Los Angeles Lakers,116,Box Score,,
Mon Jan 21 2008,4:30 PM,Chicago Bulls,90,Memphis Grizzlies,104,Box Score,,
Mon Jan 21 2008,8:00 PM,Cleveland Cavaliers,97,Miami Heat,90,Box Score,,
Mon Jan 21 2008,2:30 PM,Milwaukee Bucks,92,New Orleans Hornets,106,Box Score,,
Mon Jan 21 2008,1:00 PM,Boston Celtics,109,New York Knicks,93,Box Score,,
Mon Jan 21 2008,7:00 PM,Detroit Pistons,100,Orlando Magic,102,Box Score,,
Mon Jan 21 2008,2:00 PM,Indiana Pacers,110,Philadelphia 76ers,103,Box Score,,
Mon Jan 21 2008,1:00 PM,Dallas Mavericks,84,Washington Wizards,102,Box Score,,
Tue Jan 22 2008,7:00 PM,Phoenix Suns,114,Milwaukee Bucks,105,Box Score,,
Tue Jan 22 2008,7:00 PM,New Jersey Nets,94,Sacramento Kings,128,Box Score,,
Wed Jan 23 2008,7:30 PM,Toronto Raptors,114,Boston Celtics,112,Box Score,,
Wed Jan 23 2008,7:00 PM,Dallas Mavericks,102,Charlotte Bobcats,95,Box Score,,
Wed Jan 23 2008,7:30 PM,Indiana Pacers,95,Chicago Bulls,108,Box Score,,
Wed Jan 23 2008,7:00 PM,Washington Wizards,85,Cleveland Cavaliers,121,Box Score,,
Wed Jan 23 2008,7:00 PM,Atlanta Hawks,100,Denver Nuggets,107,Box Score,,
Wed Jan 23 2008,7:30 PM,Sacramento Kings,85,Los Angeles Clippers,111,Box Score,,
Wed Jan 23 2008,7:00 PM,Orlando Magic,112,Memphis Grizzlies,85,Box Score,,
Wed Jan 23 2008,7:00 PM,Phoenix Suns,107,Minnesota Timberwolves,117,Box Score,,
Wed Jan 23 2008,7:00 PM,Portland Trail Blazers,81,New Orleans Hornets,96,Box Score,,
Wed Jan 23 2008,7:00 PM,Detroit Pistons,86,Philadelphia 76ers,78,Box Score,,
Wed Jan 23 2008,8:00 PM,Los Angeles Lakers,91,San Antonio Spurs,103,Box Score,,
Wed Jan 23 2008,7:00 PM,Houston Rockets,109,Seattle SuperSonics,107,Box Score,,
Thu Jan 24 2008,7:30 PM,New Jersey Nets,119,Golden State Warriors,121,Box Score,,
Thu Jan 24 2008,8:00 PM,San Antonio Spurs,90,Miami Heat,89,Box Score,,
Thu Jan 24 2008,7:00 PM,Indiana Pacers,92,Milwaukee Bucks,104,Box Score,,
Fri Jan 25 2008,7:30 PM,Minnesota Timberwolves,86,Boston Celtics,87,Box Score,,
Fri Jan 25 2008,7:30 PM,Charlotte Bobcats,90,Chicago Bulls,77,Box Score,,
Fri Jan 25 2008,7:00 PM,Phoenix Suns,110,Cleveland Cavaliers,108,Box Score,,
Fri Jan 25 2008,7:30 PM,Los Angeles Lakers,105,Dallas Mavericks,112,Box Score,,
Fri Jan 25 2008,7:00 PM,New Jersey Nets,85,Denver Nuggets,100,Box Score,,
Fri Jan 25 2008,7:00 PM,Orlando Magic,93,Detroit Pistons,101,Box Score,,
Fri Jan 25 2008,7:00 PM,Los Angeles Clippers,92,New Orleans Hornets,111,Box Score,,
Fri Jan 25 2008,7:30 PM,Philadelphia 76ers,81,New York Knicks,89,Box Score,,
Fri Jan 25 2008,7:00 PM,Houston Rockets,89,Portland Trail Blazers,79,Box Score,,
Fri Jan 25 2008,7:30 PM,Atlanta Hawks,99,Seattle SuperSonics,90,Box Score,,
Fri Jan 25 2008,7:00 PM,Milwaukee Bucks,75,Toronto Raptors,106,Box Score,,
Fri Jan 25 2008,7:00 PM,Sacramento Kings,113,Utah Jazz,127,Box Score,,
Fri Jan 25 2008,7:00 PM,Memphis Grizzlies,93,Washington Wizards,104,Box Score,,
Sat Jan 26 2008,7:00 PM,Philadelphia 76ers,103,Charlotte Bobcats,96,Box Score,,
Sat Jan 26 2008,7:00 PM,Los Angeles Clippers,120,Memphis Grizzlies,125,Box Score,OT,
Sat Jan 26 2008,3:30 PM,Indiana Pacers,96,Miami Heat,98,Box Score,,
Sat Jan 26 2008,7:30 PM,New Orleans Hornets,102,San Antonio Spurs,78,Box Score,,
Sun Jan 27 2008,12:00 PM,Phoenix Suns,88,Chicago Bulls,77,Box Score,,
Sun Jan 27 2008,5:30 PM,Denver Nuggets,85,Dallas Mavericks,90,Box Score,,
Sun Jan 27 2008,6:00 PM,New York Knicks,104,Golden State Warriors,106,Box Score,,
Sun Jan 27 2008,6:00 PM,Utah Jazz,97,Houston Rockets,89,Box Score,,
Sun Jan 27 2008,12:30 PM,Cleveland Cavaliers,98,Los Angeles Lakers,95,Box Score,,
Sun Jan 27 2008,5:00 PM,Washington Wizards,102,Milwaukee Bucks,105,Box Score,OT,
Sun Jan 27 2008,5:30 PM,New Jersey Nets,95,Minnesota Timberwolves,98,Box Score,,
Sun Jan 27 2008,1:00 PM,Boston Celtics,93,Orlando Magic,96,Box Score,,
Sun Jan 27 2008,3:00 PM,Atlanta Hawks,93,Portland Trail Blazers,94,Box Score,,
Sun Jan 27 2008,6:00 PM,Sacramento Kings,103,Seattle SuperSonics,101,Box Score,,
Mon Jan 28 2008,7:30 PM,Charlotte Bobcats,107,Los Angeles Clippers,100,Box Score,,
Mon Jan 28 2008,7:00 PM,Dallas Mavericks,103,Memphis Grizzlies,84,Box Score,,
Mon Jan 28 2008,7:00 PM,Denver Nuggets,93,New Orleans Hornets,117,Box Score,,
Mon Jan 28 2008,7:00 PM,San Antonio Spurs,91,Utah Jazz,97,Box Score,,
Tue Jan 29 2008,7:30 PM,Minnesota Timberwolves,85,Chicago Bulls,96,Box Score,,
Tue Jan 29 2008,7:30 PM,Golden State Warriors,107,Houston Rockets,111,Box Score,,
Tue Jan 29 2008,7:00 PM,Detroit Pistons,110,Indiana Pacers,104,Box Score,,
Tue Jan 29 2008,7:30 PM,New York Knicks,109,Los Angeles Lakers,120,Box Score,,
Tue Jan 29 2008,7:30 PM,Boston Celtics,117,Miami Heat,87,Box Score,,
Tue Jan 29 2008,7:30 PM,Milwaukee Bucks,80,New Jersey Nets,87,Box Score,,
Tue Jan 29 2008,7:00 PM,Atlanta Hawks,92,Phoenix Suns,125,Box Score,,
Tue Jan 29 2008,7:00 PM,San Antonio Spurs,85,Seattle SuperSonics,88,Box Score,,
Tue Jan 29 2008,7:00 PM,Toronto Raptors,104,Washington Wizards,108,Box Score,OT,
Wed Jan 30 2008,7:30 PM,Atlanta Hawks,88,Los Angeles Clippers,95,Box Score,,
Wed Jan 30 2008,7:00 PM,Denver Nuggets,106,Memphis Grizzlies,102,Box Score,,
Wed Jan 30 2008,7:00 PM,Chicago Bulls,67,Minnesota Timberwolves,83,Box Score,,
Wed Jan 30 2008,7:00 PM,Golden State Warriors,116,New Orleans Hornets,103,Box Score,,
Wed Jan 30 2008,7:00 PM,Miami Heat,91,Orlando Magic,107,Box Score,,
Wed Jan 30 2008,7:00 PM,Milwaukee Bucks,69,Philadelphia 76ers,112,Box Score,,
Wed Jan 30 2008,6:00 PM,Cleveland Cavaliers,84,Portland Trail Blazers,83,Box Score,,
Wed Jan 30 2008,7:00 PM,Charlotte Bobcats,91,Sacramento Kings,105,Box Score,,
Wed Jan 30 2008,7:00 PM,Washington Wizards,83,Toronto Raptors,122,Box Score,,
Wed Jan 30 2008,7:00 PM,New York Knicks,89,Utah Jazz,100,Box Score,,
Thu Jan 31 2008,8:00 PM,Dallas Mavericks,90,Boston Celtics,96,Box Score,,
Thu Jan 31 2008,7:30 PM,Los Angeles Lakers,89,Detroit Pistons,90,Box Score,,
Thu Jan 31 2008,8:30 PM,San Antonio Spurs,84,Phoenix Suns,81,Box Score,,
Thu Jan 31 2008,7:00 PM,Cleveland Cavaliers,95,Seattle SuperSonics,101,Box Score,,
Fri Feb 1 2008,7:30 PM,Charlotte Bobcats,96,Golden State Warriors,127,Box Score,,
Fri Feb 1 2008,7:00 PM,Houston Rockets,106,Indiana Pacers,103,Box Score,,
Fri Feb 1 2008,8:00 PM,New Jersey Nets,94,Miami Heat,85,Box Score,,
Fri Feb 1 2008,7:00 PM,Los Angeles Clippers,83,Minnesota Timberwolves,104,Box Score,,
Fri Feb 1 2008,7:00 PM,Orlando Magic,108,Philadelphia 76ers,106,Box Score,,
Fri Feb 1 2008,7:30 PM,New York Knicks,88,Portland Trail Blazers,94,Box Score,OT,
Fri Feb 1 2008,7:00 PM,New Orleans Hornets,103,Sacramento Kings,112,Box Score,,
Fri Feb 1 2008,7:00 PM,Los Angeles Lakers,121,Toronto Raptors,101,Box Score,,
Fri Feb 1 2008,8:00 PM,Utah Jazz,96,Washington Wizards,87,Box Score,,
Sat Feb 2 2008,7:00 PM,New Jersey Nets,92,Atlanta Hawks,104,Box Score,,
Sat Feb 2 2008,7:30 PM,Los Angeles Clippers,84,Cleveland Cavaliers,98,Box Score,,
Sat Feb 2 2008,7:00 PM,Charlotte Bobcats,101,Denver Nuggets,117,Box Score,,
Sat Feb 2 2008,7:00 PM,Orlando Magic,121,Indiana Pacers,115,Box Score,,
Sat Feb 2 2008,7:00 PM,Utah Jazz,110,Memphis Grizzlies,91,Box Score,,
Sat Feb 2 2008,7:30 PM,Houston Rockets,91,Milwaukee Bucks,83,Box Score,,
Sat Feb 2 2008,7:00 PM,Chicago Bulls,101,Sacramento Kings,105,Box Score,,
Sat Feb 2 2008,7:00 PM,New York Knicks,85,Seattle SuperSonics,86,Box Score,,
Sun Feb 3 2008,2:30 PM,Dallas Mavericks,67,Detroit Pistons,90,Box Score,,
Sun Feb 3 2008,12:00 PM,Los Angeles Lakers,103,Washington Wizards,91,Box Score,,
Mon Feb 4 2008,7:00 PM,Philadelphia 76ers,91,Atlanta Hawks,96,Box Score,,
Mon Feb 4 2008,7:30 PM,Toronto Raptors,114,Miami Heat,82,Box Score,,
Mon Feb 4 2008,7:00 PM,Houston Rockets,92,Minnesota Timberwolves,86,Box Score,,
Mon Feb 4 2008,7:30 PM,Los Angeles Clippers,103,New York Knicks,94,Box Score,,
Mon Feb 4 2008,7:00 PM,Dallas Mavericks,107,Orlando Magic,98,Box Score,,
Mon Feb 4 2008,7:00 PM,Charlotte Bobcats,104,Phoenix Suns,118,Box Score,,
Mon Feb 4 2008,7:00 PM,Denver Nuggets,105,Portland Trail Blazers,103,Box Score,OT,
Mon Feb 4 2008,7:00 PM,Chicago Bulls,118,Seattle SuperSonics,108,Box Score,,
Mon Feb 4 2008,7:00 PM,New Orleans Hornets,88,Utah Jazz,110,Box Score,,
Tue Feb 5 2008,7:00 PM,Boston Celtics,113,Cleveland Cavaliers,114,Box Score,,
Tue Feb 5 2008,7:00 PM,San Antonio Spurs,116,Indiana Pacers,89,Box Score,,
Tue Feb 5 2008,7:00 PM,Milwaukee Bucks,102,Memphis Grizzlies,97,Box Score,,
Tue Feb 5 2008,7:30 PM,Los Angeles Lakers,105,New Jersey Nets,90,Box Score,,
Tue Feb 5 2008,7:00 PM,Washington Wizards,96,Philadelphia 76ers,101,Box Score,,
Wed Feb 6 2008,7:00 PM,Los Angeles Lakers,95,Atlanta Hawks,98,Box Score,,
Wed Feb 6 2008,7:30 PM,Los Angeles Clippers,100,Boston Celtics,111,Box Score,,
Wed Feb 6 2008,7:30 PM,Milwaukee Bucks,96,Dallas Mavericks,107,Box Score,,
Wed Feb 6 2008,7:00 PM,Utah Jazz,118,Denver Nuggets,115,Box Score,OT,
Wed Feb 6 2008,7:30 PM,Miami Heat,95,Detroit Pistons,100,Box Score,,
Wed Feb 6 2008,7:30 PM,Indiana Pacers,103,New York Knicks,100,Box Score,,
Wed Feb 6 2008,7:00 PM,New Jersey Nets,84,Orlando Magic,100,Box Score,,
Wed Feb 6 2008,7:00 PM,New Orleans Hornets,132,Phoenix Suns,130,Box Score,2OT,
Wed Feb 6 2008,7:00 PM,Chicago Bulls,97,Portland Trail Blazers,100,Box Score,,
Wed Feb 6 2008,7:00 PM,Seattle SuperSonics,105,Sacramento Kings,92,Box Score,,
Wed Feb 6 2008,7:00 PM,San Antonio Spurs,85,Washington Wizards,77,Box Score,,
Thu Feb 7 2008,7:30 PM,Chicago Bulls,114,Golden State Warriors,108,Box Score,,
Thu Feb 7 2008,7:00 PM,Cleveland Cavaliers,77,Houston Rockets,92,Box Score,,
Thu Feb 7 2008,7:00 PM,Miami Heat,84,Philadelphia 76ers,101,Box Score,,
Fri Feb 8 2008,7:30 PM,Cleveland Cavaliers,100,Atlanta Hawks,95,Box Score,,
Fri Feb 8 2008,7:00 PM,New Jersey Nets,104,Charlotte Bobcats,90,Box Score,,
Fri Feb 8 2008,7:30 PM,Memphis Grizzlies,81,Dallas Mavericks,92,Box Score,,
Fri Feb 8 2008,8:30 PM,Washington Wizards,100,Denver Nuggets,111,Box Score,,
Fri Feb 8 2008,8:00 PM,Portland Trail Blazers,82,Detroit Pistons,91,Box Score,,
Fri Feb 8 2008,7:00 PM,Boston Celtics,88,Minnesota Timberwolves,86,Box Score,,
Fri Feb 8 2008,7:30 PM,San Antonio Spurs,99,New York Knicks,93,Box Score,OT,
Fri Feb 8 2008,7:00 PM,Los Angeles Lakers,117,Orlando Magic,113,Box Score,,
Fri Feb 8 2008,7:00 PM,Seattle SuperSonics,99,Phoenix Suns,103,Box Score,,
Fri Feb 8 2008,7:00 PM,Utah Jazz,104,Sacramento Kings,117,Box Score,,
Fri Feb 8 2008,7:00 PM,Los Angeles Clippers,102,Toronto Raptors,98,Box Score,,
Sat Feb 9 2008,7:30 PM,Sacramento Kings,102,Golden State Warriors,105,Box Score,,
Sat Feb 9 2008,7:30 PM,Atlanta Hawks,89,Houston Rockets,108,Box Score,,
Sat Feb 9 2008,7:00 PM,Portland Trail Blazers,93,Indiana Pacers,101,Box Score,,
Sat Feb 9 2008,7:30 PM,New York Knicks,99,Milwaukee Bucks,98,Box Score,,
Sat Feb 9 2008,7:00 PM,Memphis Grizzlies,99,New Orleans Hornets,112,Box Score,,
Sat Feb 9 2008,7:30 PM,Los Angeles Clippers,80,Philadelphia 76ers,101,Box Score,,
Sat Feb 9 2008,7:00 PM,Chicago Bulls,87,Utah Jazz,97,Box Score,,
Sun Feb 10 2008,1:00 PM,San Antonio Spurs,90,Boston Celtics,98,Box Score,,
Sun Feb 10 2008,7:00 PM,Denver Nuggets,113,Cleveland Cavaliers,83,Box Score,,
Sun Feb 10 2008,6:00 PM,Charlotte Bobcats,87,Detroit Pistons,113,Box Score,,
Sun Feb 10 2008,3:30 PM,Los Angeles Lakers,104,Miami Heat,94,Box Score,,
Sun Feb 10 2008,5:30 PM,Toronto Raptors,105,Minnesota Timberwolves,82,Box Score,,
Sun Feb 10 2008,6:00 PM,Dallas Mavericks,82,New Jersey Nets,101,Box Score,,
Sun Feb 10 2008,7:30 PM,Washington Wizards,107,Phoenix Suns,108,Box Score,,
Mon Feb 11 2008,7:00 PM,Los Angeles Lakers,106,Charlotte Bobcats,97,Box Score,,
Mon Feb 11 2008,7:30 PM,Washington Wizards,117,Golden State Warriors,120,Box Score,,
Mon Feb 11 2008,7:30 PM,Portland Trail Blazers,83,Houston Rockets,95,Box Score,,
Mon Feb 11 2008,7:00 PM,Los Angeles Clippers,96,Milwaukee Bucks,89,Box Score,,
Mon Feb 11 2008,7:00 PM,Cleveland Cavaliers,118,Orlando Magic,111,Box Score,,
Mon Feb 11 2008,7:00 PM,Dallas Mavericks,76,Philadelphia 76ers,84,Box Score,,
Mon Feb 11 2008,7:00 PM,San Antonio Spurs,93,Toronto Raptors,88,Box Score,,
Tue Feb 12 2008,7:00 PM,Detroit Pistons,94,Atlanta Hawks,90,Box Score,,
Tue Feb 12 2008,7:30 PM,New Orleans Hornets,100,Chicago Bulls,86,Box Score,,
Tue Feb 12 2008,7:00 PM,Boston Celtics,104,Indiana Pacers,97,Box Score,,
Tue Feb 12 2008,7:00 PM,Sacramento Kings,94,Memphis Grizzlies,107,Box Score,,
Tue Feb 12 2008,7:30 PM,Denver Nuggets,114,Miami Heat,113,Box Score,OT,
Tue Feb 12 2008,7:30 PM,Minnesota Timberwolves,88,New Jersey Nets,92,Box Score,,
Wed Feb 13 2008,7:30 PM,New York Knicks,103,Boston Celtics,111,Box Score,,
Wed Feb 13 2008,7:00 PM,Atlanta Hawks,98,Charlotte Bobcats,100,Box Score,OT,
Wed Feb 13 2008,7:00 PM,San Antonio Spurs,112,Cleveland Cavaliers,105,Box Score,,
Wed Feb 13 2008,7:30 PM,Portland Trail Blazers,76,Dallas Mavericks,96,Box Score,,
Wed Feb 13 2008,7:30 PM,Indiana Pacers,80,Detroit Pistons,96,Box Score,,
Wed Feb 13 2008,6:00 PM,Phoenix Suns,118,Golden State Warriors,120,Box Score,,
Wed Feb 13 2008,7:30 PM,Sacramento Kings,87,Houston Rockets,89,Box Score,,
Wed Feb 13 2008,7:30 PM,Washington Wizards,91,Los Angeles Clippers,89,Box Score,,
Wed Feb 13 2008,7:00 PM,New Orleans Hornets,111,Milwaukee Bucks,107,Box Score,,
Wed Feb 13 2008,7:00 PM,Los Angeles Lakers,117,Minnesota Timberwolves,92,Box Score,,
Wed Feb 13 2008,7:00 PM,Denver Nuggets,98,Orlando Magic,109,Box Score,,
Wed Feb 13 2008,7:00 PM,Memphis Grizzlies,88,Philadelphia 76ers,102,Box Score,,
Wed Feb 13 2008,7:00 PM,Utah Jazz,112,Seattle SuperSonics,93,Box Score,,
Wed Feb 13 2008,7:00 PM,New Jersey Nets,91,Toronto Raptors,109,Box Score,,
Thu Feb 14 2008,7:00 PM,Miami Heat,92,Chicago Bulls,99,Box Score,,
Thu Feb 14 2008,8:30 PM,Dallas Mavericks,97,Phoenix Suns,109,Box Score,,
Tue Feb 19 2008,7:00 PM,Houston Rockets,93,Cleveland Cavaliers,85,Box Score,,
Tue Feb 19 2008,7:00 PM,Boston Celtics,118,Denver Nuggets,124,Box Score,,
Tue Feb 19 2008,7:30 PM,Orlando Magic,103,Detroit Pistons,85,Box Score,,
Tue Feb 19 2008,7:30 PM,Atlanta Hawks,93,Los Angeles Lakers,122,Box Score,,
Tue Feb 19 2008,7:00 PM,Philadelphia 76ers,88,Minnesota Timberwolves,104,Box Score,,
Tue Feb 19 2008,7:00 PM,Sacramento Kings,105,Portland Trail Blazers,94,Box Score,,
Tue Feb 19 2008,7:30 PM,Charlotte Bobcats,65,San Antonio Spurs,85,Box Score,,
Tue Feb 19 2008,7:00 PM,Memphis Grizzlies,101,Seattle SuperSonics,108,Box Score,,
Tue Feb 19 2008,7:00 PM,Golden State Warriors,109,Utah Jazz,119,Box Score,,
Tue Feb 19 2008,7:00 PM,New York Knicks,113,Washington Wizards,100,Box Score,OT,
Wed Feb 20 2008,7:30 PM,Boston Celtics,117,Golden State Warriors,119,Box Score,,
Wed Feb 20 2008,7:00 PM,Cleveland Cavaliers,106,Indiana Pacers,97,Box Score,,
Wed Feb 20 2008,7:30 PM,Memphis Grizzlies,86,Los Angeles Clippers,100,Box Score,,
Wed Feb 20 2008,7:00 PM,Detroit Pistons,98,Milwaukee Bucks,103,Box Score,,
Wed Feb 20 2008,7:30 PM,Chicago Bulls,102,New Jersey Nets,110,Box Score,OT,
Wed Feb 20 2008,7:00 PM,Dallas Mavericks,93,New Orleans Hornets,104,Box Score,,
Wed Feb 20 2008,7:00 PM,New York Knicks,84,Philadelphia 76ers,124,Box Score,,
Wed Feb 20 2008,7:00 PM,Los Angeles Lakers,130,Phoenix Suns,124,Box Score,,
Wed Feb 20 2008,7:00 PM,Atlanta Hawks,107,Sacramento Kings,119,Box Score,,
Wed Feb 20 2008,7:00 PM,Orlando Magic,110,Toronto Raptors,127,Box Score,,
Thu Feb 21 2008,7:00 PM,Miami Heat,100,Houston Rockets,112,Box Score,,
Thu Feb 21 2008,7:00 PM,San Antonio Spurs,100,Minnesota Timberwolves,99,Box Score,,
Thu Feb 21 2008,7:30 PM,Seattle SuperSonics,88,Portland Trail Blazers,92,Box Score,,
Fri Feb 22 2008,7:00 PM,Sacramento Kings,116,Charlotte Bobcats,115,Box Score,OT,
Fri Feb 22 2008,7:00 PM,Denver Nuggets,121,Chicago Bulls,135,Box Score,,
Fri Feb 22 2008,8:00 PM,Washington Wizards,89,Cleveland Cavaliers,90,Box Score,,
Fri Feb 22 2008,8:00 PM,Milwaukee Bucks,100,Detroit Pistons,127,Box Score,,
Fri Feb 22 2008,7:30 PM,Atlanta Hawks,117,Golden State Warriors,110,Box Score,,
Fri Feb 22 2008,7:00 PM,New Jersey Nets,103,Indiana Pacers,113,Box Score,,
Fri Feb 22 2008,7:30 PM,Utah Jazz,104,Los Angeles Clippers,114,Box Score,,
Fri Feb 22 2008,7:00 PM,Dallas Mavericks,98,Memphis Grizzlies,83,Box Score,,
Fri Feb 22 2008,7:00 PM,Houston Rockets,100,New Orleans Hornets,80,Box Score,,
Fri Feb 22 2008,7:30 PM,Toronto Raptors,99,New York Knicks,103,Box Score,,
Fri Feb 22 2008,7:00 PM,Philadelphia 76ers,99,Orlando Magic,115,Box Score,,
Fri Feb 22 2008,8:30 PM,Boston Celtics,77,Phoenix Suns,85,Box Score,,
Fri Feb 22 2008,7:30 PM,Portland Trail Blazers,87,Seattle SuperSonics,99,Box Score,,
Sat Feb 23 2008,7:30 PM,Los Angeles Lakers,113,Los Angeles Clippers,95,Box Score,,
Sat Feb 23 2008,7:30 PM,Philadelphia 76ers,101,Miami Heat,96,Box Score,OT,
Sat Feb 23 2008,7:30 PM,Denver Nuggets,109,Milwaukee Bucks,115,Box Score,,
Sat Feb 23 2008,7:30 PM,Indiana Pacers,91,New Jersey Nets,102,Box Score,,
Sat Feb 23 2008,7:30 PM,New Orleans Hornets,89,San Antonio Spurs,98,Box Score,,
Sat Feb 23 2008,7:00 PM,Atlanta Hawks,94,Utah Jazz,100,Box Score,,
Sat Feb 23 2008,7:00 PM,Charlotte Bobcats,95,Washington Wizards,110,Box Score,,
Sun Feb 24 2008,6:00 PM,Memphis Grizzlies,89,Cleveland Cavaliers,109,Box Score,,
Sun Feb 24 2008,7:00 PM,Chicago Bulls,97,Houston Rockets,110,Box Score,,
Sun Feb 24 2008,5:30 PM,Dallas Mavericks,99,Minnesota Timberwolves,83,Box Score,,
Sun Feb 24 2008,6:00 PM,Sacramento Kings,93,Orlando Magic,112,Box Score,,
Sun Feb 24 2008,12:30 PM,Detroit Pistons,116,Phoenix Suns,86,Box Score,,
Sun Feb 24 2008,3:00 PM,Boston Celtics,112,Portland Trail Blazers,102,Box Score,,
Sun Feb 24 2008,6:00 PM,Los Angeles Lakers,111,Seattle SuperSonics,91,Box Score,,
Sun Feb 24 2008,6:00 PM,New York Knicks,92,Toronto Raptors,115,Box Score,,
Mon Feb 25 2008,7:30 PM,Chicago Bulls,94,Dallas Mavericks,102,Box Score,,
Mon Feb 25 2008,7:00 PM,Detroit Pistons,98,Denver Nuggets,93,Box Score,,
Mon Feb 25 2008,7:00 PM,Toronto Raptors,102,Indiana Pacers,98,Box Score,,
Mon Feb 25 2008,7:30 PM,Boston Celtics,104,Los Angeles Clippers,76,Box Score,,
Mon Feb 25 2008,7:00 PM,Washington Wizards,95,New Orleans Hornets,92,Box Score,,
Mon Feb 25 2008,7:30 PM,Atlanta Hawks,74,San Antonio Spurs,89,Box Score,,
Tue Feb 26 2008,7:30 PM,Seattle SuperSonics,99,Golden State Warriors,105,Box Score,,
Tue Feb 26 2008,7:30 PM,Washington Wizards,69,Houston Rockets,94,Box Score,,
Tue Feb 26 2008,7:30 PM,Portland Trail Blazers,83,Los Angeles Lakers,96,Box Score,,
Tue Feb 26 2008,7:00 PM,Phoenix Suns,127,Memphis Grizzlies,113,Box Score,,
Tue Feb 26 2008,7:30 PM,Sacramento Kings,86,Miami Heat,107,Box Score,,
Tue Feb 26 2008,7:00 PM,Cleveland Cavaliers,102,Milwaukee Bucks,105,Box Score,,
Tue Feb 26 2008,7:00 PM,Utah Jazz,100,Minnesota Timberwolves,111,Box Score,,
Tue Feb 26 2008,7:30 PM,Orlando Magic,102,New Jersey Nets,92,Box Score,,
Wed Feb 27 2008,7:00 PM,Sacramento Kings,117,Atlanta Hawks,123,Box Score,,
Wed Feb 27 2008,7:30 PM,Cleveland Cavaliers,87,Boston Celtics,92,Box Score,,
Wed Feb 27 2008,7:00 PM,Chicago Bulls,113,Indiana Pacers,107,Box Score,,
Wed Feb 27 2008,7:30 PM,Portland Trail Blazers,82,Los Angeles Clippers,80,Box Score,,
